"study_duration","finished","consent","abortion_att_binary","abortion_att_pre_1","abortion_att_pre_2","abortion_att_pre_3","abortion_certain","abortion_imp","vaccine_att_binary","vaccine_att_pre_1","vaccine_att_pre_2","vaccine_att_pre_3","vaccine_certain","vaccine_imp","uh_att_binary","uh_att_pre_1","uh_att_pre_2","uh_att_pre_3","uh_certain","uh_imp","firearm_att_binary","firearm_att_pre_1","firearm_att_pre_2","firearm_att_pre_3","firearm_certain","firearm_imp","abortion_init_resp","abortion_att_post_1","abortion_att_post_2","abortion_att_post_3","perc_ai_strength","perc_ai_bias","vaccine_init_resp","vaccine_att_post_1","vaccine_att_post_2","vaccine_att_post_3","uh_init_resp","uh_att_post_1","uh_att_post_2","uh_att_post_3","firearm_init_resp","firearm_att_post_1","firearm_att_post_2","firearm_att_post_3","perc_useful","perc_satisfaction","ai_disable","abortion_final_resp","vaccine_final_resp","uh_final_resp","firearm_final_resp","age","gender","education","race","partisanship","abortion_pro_1_clicked","vaccine_pro_1_clicked","unihealthcare_pro_1_clicked","gun_pro_1_clicked","abortion_pro_2_clicked","abortion_pro_3_clicked","abortion_pro_4_clicked","abortion_pro_5_clicked","abortion_con_2_clicked","abortion_con_1_clicked","abortion_con_3_clicked","abortion_con_4_clicked","abortion_con_5_clicked","vaccine_pro_2_clicked","vaccine_pro_3_clicked","vaccine_pro_4_clicked","vaccine_pro_5_clicked","vaccine_con_2_clicked","vaccine_con_3_clicked","vaccine_con_4_clicked","vaccine_con_5_clicked","unihealthcare_pro_5_clicked","unihealthcare_pro_2_clicked","unihealthcare_pro_3_clicked","unihealthcare_pro_4_clicked","unihealthcare_con_2_clicked","unihealthcare_con_3_clicked","unihealthcare_con_4_clicked","unihealthcare_con_5_clicked","gun_pro_2_clicked","gun_pro_3_clicked","gun_pro_4_clicked","gun_pro_5_clicked","gun_con_2_clicked","gun_con_3_clicked","gun_con_4_clicked","gun_con_5_clicked","vaccine_con_1_clicked","unihealthcare_con_1_clicked","gun_con_1_clicked","abortion_pro_First.Click","abortion_pro_Last.Click","abortion_anti_First.Click","abortion_anti_Last.Click","abortion_control_First.Click","abortion_control_Last.Click","vaccine_pro_First.Click","vaccine_pro_Last.Click","vaccine_con_First.Click","vaccine_con_Last.Click","vaccine_control_First.Click","vaccine_control_Last.Click","uh_pro_First.Click","uh_pro_Last.Click","uh_con_First.Click","uh_con_Last.Click","uh_control_First.Click","uh_control_Last.Click","firearm_pro_First.Click","firearm_pro_Last.Click","firearm_con_First.Click","firearm_con_Last.Click","firearm_control_First.Click","firearm_control_Last.Click","study_condition","abortion_att_pre","vaccine_att_pre","uh_att_pre","firearm_att_pre","abortion_att_post","vaccine_att_post","uh_att_post","firearm_att_post","treatment_condition","topic","abortion_pro_clicks","abortion_con_clicks","vaccine_pro_clicks","vaccine_con_clicks","uh_pro_clicks","uh_con_clicks","firearm_pro_clicks","firearm_con_clicks","total_clicks","ac_links","aic_links","attitude_strength","partisanship_strength","attitude_polarization","attitude_post","first_click","last_click"
2162,1,1,2,3,3,2,2,2,2,3,3,3,2,2,2,1,2,3,3,3,2,5,6,1,3,3,"",NA,NA,NA,5,4,"",NA,NA,NA,"",NA,NA,NA,"No,the second amendment protects gun rights and we should enforce existing laws instead
",6,5,6,4,4,2,"","","","i dont think we need stricter gun laws because that is why we have the second ammendment law to protect us ,i think the real problem here are criminals who ignore the laws and not law abiding gun owners so its better to focus on existing laws and addresssing the causes of violence instead of piling them up.",44,2,6,"1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.919,177.863,NA,NA,NA,NA,"firearm_pro",2.66666666666667,3,2,4,NA,NA,NA,5.66666666666667,"AIC_AI_Summary","Firearm Regulations",0,0,0,0,0,0,0,1,1,1,0,3,2,-1.66666666666667,1.33333333333333,2.919,177.863
742,1,1,1,6,6,6,6,6,2,6,4,1,6,5,1,6,5,6,6,6,2,1,1,6,6,6,"",NA,NA,NA,5,3,"",NA,NA,NA,"I believe people should have access to healthcare just as it is available in other countries",6,6,6,"",NA,NA,NA,5,5,2,"","","I think universal healthcare should be available to everyone because a lot of people have their healthcare options because they have health insurance thru their employer. If they lose their job, they lose their insurance. If they cannot find a job, they have no insurance. If they have a job that does not offer insurance or they don't make enough to buy insurance, they have no insurance. So universal healthcare is important for a lot of Americans.","",51,2,6,"1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.063,142.282,NA,NA,NA,NA,NA,NA,NA,NA,"uh_anti",6,3.66666666666667,5.66666666666667,2.66666666666667,NA,NA,6,NA,"AIC_AI_Summary","Universal Healthcare",0,0,0,0,2,0,0,0,2,2,0,6,2,0.333333333333333,6,101.063,142.282
2821,1,1,2,2,2,2,5,5,1,4,4,4,5,5,1,5,5,5,5,5,2,5,5,5,5,5,"",NA,NA,NA,5,3,"",NA,NA,NA,"This will lower many loss of lives",6,6,6,"",NA,NA,NA,6,6,2,"","","United states should implement a universal healthcare system because Universal healthcare will boost economy, it will reduce unnecessary deaths, improve health and many other benefits and this will bring about good change in the world and improve better living","",46,1,6,"1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.227,47.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uh_pro",2,4,5,5,NA,NA,6,NA,"AC_AI_Summary","Universal Healthcare",0,0,0,0,0,0,0,0,0,0,0,5,3,1,6,10.227,47.977
496,1,1,1,4,5,5,4,2,1,5,5,5,5,3,2,2,2,4,4,4,1,2,5,6,5,4,"",NA,NA,NA,NA,NA,"Yes mandates should be made to obtain herd immunity, like we had with polio.",5,5,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","I still believe mandates should be allowed.  Not only did it curb polio in the mid 20th century, America was essentially founded just because of vaccines.  The British army was ravaged by smallpox and refused to mandate inoculation; whereas George Washington mandated a vaccine and the Continental army only lost 2% of its force to polio, compared to 50% of the British force.","","",38,1,6,"1",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.939,156.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_control",4.66666666666667,5,2.66666666666667,4.33333333333333,NA,5,NA,NA,"Control","Vaccine Mandates",0,0,2,2,0,0,0,0,4,2,2,4,1,0,5,3.939,156.124
2158,1,1,1,1,1,1,6,6,1,6,6,6,6,6,1,6,6,6,6,6,1,5,6,4,6,6,"It should be legal only if it is necessary and going to affect the mother",1,1,1,6,1,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,6,6,2,"i believe abortion should be legal for only women lives that gets affected by the pregnancy As the national debate over abortion access intensifies, a growing body of evidence reinforces what advocates for reproductive freedom have long argued: denying abortion rights devastates women’s economic security and threatens hard-won advancements in equality.

Compounding the injustice, the majority of women seeking abortions—around 60 percent—are already mothers. When denied care, their existing children suffer too, falling behind on key developmental milestones.","","","",71,2,6,"1",7,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,9.037,57.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_anti",1,6,6,5,1,NA,NA,NA,"AIC_AI_Summary","Abortion",2,2,0,0,0,0,0,0,4,2,2,6,3,0,1,9.037,57.517
1616,1,1,1,4,2,3,5,3,1,5,6,6,5,5,1,4,5,2,6,6,1,6,6,6,6,6,"",NA,NA,NA,6,1,"Yes, because people should be vaccinated from diseases. I believe the vaccines are safe, they are here to protect the people from diseases and thus people should embrace them and be willing to get vaccinated to protect themselves and the community at large.",5,6,5,"",NA,NA,NA,"",NA,NA,NA,6,6,2,"","Yes, vaccine mandate should be allowed. People need to get vaccinated in order to stay safe and healthy from diseases and to protect other people who are at risk of getting infected. People should be well educated about the vaccines before they are given to clear any myths and doubts about the vaccine. Vaccine can help us prevent the spread of diseases.The vaccines are safe but the lack of education makes people spread rumours. If we want a healthy country, we must protect ourselves from diseases by getting vaccinated.","","",42,1,3,"2",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6.159,151.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_anti",3,5.66666666666667,3.66666666666667,6,NA,5.33333333333333,NA,NA,"AIC_AI_Summary","Vaccine Mandates",0,0,1,1,0,0,0,0,2,1,1,5,3,-0.333333333333334,5.33333333333333,6.159,151.534
755,1,1,1,6,6,6,6,6,2,4,3,3,5,5,1,6,6,6,6,6,1,2,5,2,5,4,"",NA,NA,NA,6,1,"No. Because I think parents should be able to make decisions about their children health without interference from the government. ",6,6,6,"",NA,NA,NA,"",NA,NA,NA,6,6,2,"","My initial response was opposed to mandated vaccines. But now that I’ve read some more information I’ve changed my mind. It’s important to protect our children and our selves from preventable diseases. History shows that more people are saved by being vaccinated than not vaccinated. I think in schools it’s extremely important to have kids vaccinated because they’re all so close everyday. Disease spread quickly in that type of environment as well as health care facilities. We must protect ourselves against disease spread ","","",32,2,4,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.656,169.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_pro",6,3.33333333333333,6,3,NA,6,NA,NA,"AIC_AI_Summary","Vaccine Mandates",0,0,3,3,0,0,0,0,6,3,3,5,2,-2.66666666666667,1,1.656,169.425
854,1,1,2,1,2,2,6,4,2,4,4,3,4,4,1,4,5,5,4,5,1,4,4,4,4,4,"",NA,NA,NA,3,3,"",NA,NA,NA,"",NA,NA,NA,"I believe there should be stricter regulations. As a victim of a crime where a gun was involved I know how important regulations are for gun control. I think they serve a purpose but we need to be careful whose hands they end up in.",3,5,4,4,3,2,"","","","I do think there should be stricter laws. People have the right to own guns if they wish. But they need to be regulated to know who has them. This is for the safety of everyone. Guns should be for hunting and for protecting our country. They need to be kept out if the hands of criminals. ",48,2,6,"1",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.649,176.636,NA,NA,"firearm_anti",1.66666666666667,3.66666666666667,4.66666666666667,4,NA,NA,NA,4,"AIC_AI_Summary","Firearm Regulations",0,0,0,0,0,0,3,0,3,3,0,4,1,0,4,5.649,176.636
727,1,1,1,1,1,1,3,3,1,6,6,6,6,6,1,6,6,6,5,6,2,1,3,6,6,6,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"Yes I do. I know a lot of people who do not have healthcare, especially older people. ",6,6,4,"",NA,NA,NA,NA,NA,NA,"","","I think that universal healthcare is essential for those who cannot afford to purchase insurance. That ere are a lot of people, especially older that should be about to get the insurance since Social Security is not much to live on. If you have to pay rent, or mortgage, pay your bills, in these times inflation is going up so fast and people are actually not taking their medicine because they have to choose between buying the medicine, or eating.","",69,2,3,"1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.353,172.918,NA,NA,NA,NA,NA,NA,"uh_control",1,6,6,3.33333333333333,NA,NA,5.33333333333333,NA,"Control","Universal Healthcare",0,0,0,0,3,5,0,0,8,3,5,5.5,0,-0.666666666666667,5.33333333333333,10.353,172.918
516,1,1,1,6,5,6,6,6,1,6,5,6,5,6,1,5,4,6,5,5,1,6,6,5,5,4,"",NA,NA,NA,NA,NA,"Yes, vaccine mandates should be allowed to protect public health, especially during outbreaks of contagious diseases.",6,6,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","While vaccine mandates can be effective in specific high-risk settings like healthcare or schools, broad mandates may backfire—especially in a country like the U.S., where vaccine uptake is already high. Research and expert opinion show that most people who are hesitant aren't anti vaccine, but simply unsure or misinformed. Forcing them through mandates risks deepening distrust and resistance. Instead, strategies focused on education, transparent communication, and offering options like regular testing or remote work respect personal freedom while still promoting public health. In the long run, trust-building measures are more sustainable and less divisive than coercion.
","","",32,2,6,"2",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.861,179.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_control",5.66666666666667,5.66666666666667,5,5.66666666666667,NA,5.66666666666667,NA,NA,"Control","Vaccine Mandates",0,0,1,4,0,0,0,0,5,1,4,5.5,3,0,5.66666666666667,2.861,179.043
1019,1,1,2,1,1,1,6,5,1,6,4,2,5,5,2,3,3,5,4,5,2,1,1,5,6,6,"No. There are way too many forms of birth control available today. The choice is made before you have sex. it shouldn't be made after.  ",1,1,1,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"If abortion wasn't so accessible people would think twice before having casual sex and not caring. It may seem like the right thing for you to do at the time but it's something you will live with for the rest of your life. You can always choose adoption or get help from friends or family after the baby is born but once you kill it, that's it. there is no turning back. There may not be a high fatality rate for people having abortions but it is something that causes a lot of people reproductive problems in the future. As well as problems with the reproductive organs. Not that we have a Plan B, Morning after pill. There is no excuse for unwanted pregnancies. This is an alternative that can be used to keep conception from taking place in the first place.  ","","","",54,2,3,"1",7,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,91.422,171.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_control",1,4,3.66666666666667,2.33333333333333,1,NA,NA,NA,"Control","Abortion",2,2,0,0,0,0,0,0,4,2,2,5.5,3,0,6,91.422,171.051
1276,1,1,2,1,1,1,6,6,2,1,1,1,6,6,2,2,3,3,4,5,2,2,1,1,5,5,"",NA,NA,NA,3,4,"",NA,NA,NA,"I don’t support it because universal healthcare would increase taxes, reduce competition, and could lower the quality and availability of care.",1,2,1,"",NA,NA,NA,4,2,1,"","","I don’t support universal healthcare because it would raise taxes, increase wait times, and limit patient choice. A government run system could reduce competition and innovation, which help keep care high quality. Instead, we should focus on lowering costs and improving access while protecting the freedom for individuals to choose their doctors, treatments, and coverage options.","",42,1,5,"1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.464,22.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uh_pro",1,1,2.66666666666667,1.33333333333333,NA,NA,1.33333333333333,NA,"AIC_AI_Summary","Universal Healthcare",0,0,0,0,0,0,0,0,0,0,0,4.5,3,1.33333333333333,5.66666666666667,9.464,22.029
956,1,1,1,1,1,6,5,2,2,6,4,4,3,3,1,5,6,4,6,6,2,1,4,6,6,6,"Abortion should be legal in the US as it is a woman's choice.",1,1,6,5,3,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,5,4,2,"As a male, I believe it's simply a woman's choice and I have no say. However, there should be limits after the third trimester unless there's serious health issues with going through conception. I also disagree with economic pressures for abortion because it could encourage more abortions as many people struggle with finances in general. ","","","",41,1,6,"1",5,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.281,177.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_pro",2.66666666666667,4.66666666666667,5,3.66666666666667,2.66666666666667,NA,NA,NA,"AC_AI_Summary","Abortion",2,2,0,0,0,0,0,0,4,2,2,3.5,1,0,2.66666666666667,41.281,177.489
505,1,1,2,3,2,2,4,4,1,5,5,5,5,5,1,4,5,5,4,4,1,3,3,5,4,5,"",NA,NA,NA,4,4,"",NA,NA,NA,"Yes for the single reason that some people are scared to go get medical treatment due to the bill they will receive once everything is done. ",4,4,5,"",NA,NA,NA,4,4,2,"","","I still believe something needs to be done. As mentioned earlier, some people refuse to go get treatment due to medical bills. Even simple procedures can cost thousands. I understand the expense of a universal healthcare system would be immense so maybe the answer would be to compromise. ","",21,1,4,"1",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.439,179.907,NA,NA,NA,NA,NA,NA,NA,NA,"uh_anti",2.33333333333333,5,4.66666666666667,3.66666666666667,NA,NA,4.33333333333333,NA,"AIC_AI_Summary","Universal Healthcare",0,0,0,0,8,5,0,0,13,8,5,4,0,-0.333333333333334,4.33333333333333,24.439,179.907
622,1,1,1,5,5,5,5,5,1,5,5,5,5,5,2,3,3,2,4,3,2,2,2,2,5,4,"",NA,NA,NA,6,4,"",NA,NA,NA,"I believe health care should be affordable but not mandated as universal care from the state.  We cannot afford to do this in a country of our size as the quality of current care would plumet. ",3,3,3,"",NA,NA,NA,6,6,2,"","","I honestly feel that the United States should not look to implement a universal health care system.  In a country of our size it just not would be feasible.  The amount of money that it would cost to implement combined with the level of care not being as good would destroy the system.  Rationing and lack of any real competition would make the level of care one receives to be terrible compared to today.","",54,1,5,"1",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.482,159.138,NA,NA,NA,NA,NA,NA,NA,NA,"uh_anti",5,5,2.66666666666667,2,NA,NA,3,NA,"AC_AI_Summary","Universal Healthcare",0,0,0,0,1,2,0,0,3,2,1,3.5,1,-0.333333333333333,4,54.482,159.138
757,1,1,1,6,6,6,6,6,1,6,6,6,6,5,1,6,6,6,6,6,1,6,6,6,6,6,"",NA,NA,NA,4,3,"Yes, I think it is everyone's responsibility in the United States to be protective. ",6,6,6,"",NA,NA,NA,"",NA,NA,NA,5,4,2,"","I believe every US citizen has a duty to keep our community safe. If that means getting additional vaccines for the greater good, why not do it to be safe even if it may seem unnessacary to some. I believe however that these vaccines should be cost provided by our nation since they are also responsible in keeping us safe and healthy. Its also important to consider those who's health is more vulnerable, the elderly and young children are often at risk and should be protected. ","","",22,2,4,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.629,81.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_pro",6,6,6,6,NA,6,NA,NA,"AC_AI_Summary","Vaccine Mandates",0,0,1,1,0,0,0,0,2,1,1,5.5,3,0,6,5.629,81.375
582,1,1,2,2,1,1,4,2,1,5,6,5,5,2,1,3,4,5,3,2,1,1,2,3,5,4,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"No.  Criminals will find a way to get guns regardless of stricter regulation.  Stricter regulation just make it harder for law abiding citizens to obtain protection.",1,2,2,NA,NA,NA,"","","","No, the US should not have stricter gun laws.  Criminals will find a way to obtain weapons regardless of the laws in place.  As for at home violence and suicide, if things are bad enough people will resort to another method.  Background checks should definitely be required, though.",43,2,6,"1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.97,176.196,"firearm_control",1.33333333333333,5.33333333333333,4,2,NA,NA,NA,1.66666666666667,"Control","Firearm Regulations",0,0,0,0,0,0,3,1,4,3,1,4.5,3,-0.333333333333333,1.66666666666667,12.97,176.196
481,1,1,1,6,6,6,6,6,2,3,3,2,3,3,1,5,6,6,4,3,1,1,1,4,5,4,"",NA,NA,NA,NA,NA,"No they shouldn’t be. If you don’t believe in them then that’s your right regardless of the outcome .",3,3,3,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","No, I do not think vaccine mandates should be allowed in the United States. If it is your belief and you don’t want to do it, you shouldn’t have to regardless of the outcome. There may be proof that not getting them could make you very sick, but they’re also is proof that getting them can make you sick so I think it’s the parents decision if their children should get vaccine or not. It is also an adult choice.","","",36,2,3,"1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.595,165.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_control",6,2.66666666666667,5.66666666666667,2,NA,3,NA,NA,"Control","Vaccine Mandates",0,0,1,1,0,0,0,0,2,1,1,3,2,-0.333333333333333,4,1.595,165.97
594,1,1,2,1,1,1,6,6,2,5,4,2,4,5,2,1,4,4,6,6,2,1,1,1,6,6,"Not legal because murder is not acceptable in any circumstance ",1,1,1,2,4,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,2,1,1,"Nobody should be allowed to kill another human being for any reason. It is in just and immoral. We need to focus on family values and not easy way outs for everything. Abortion is wrong in almost every case  and should be severely limited. Abortion is murder. ","","","",38,1,5,"1",7,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1.802,179.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_anti",1,3.66666666666667,3,1,1,NA,NA,NA,"AC_AI_Summary","Abortion",1,3,0,0,0,0,0,0,4,3,1,6,3,0,6,1.802,179.105
850,1,1,2,1,1,1,6,5,2,5,3,2,5,5,2,4,5,5,6,1,2,1,2,5,6,5,"no i dont think abortion should be legal, only in certain medical instances that would harm the mother or the fetus is not viable",1,1,1,5,3,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,5,4,2,"Abortion should not be legal in the US.  I believe life begins at conception and aborting the fetus you are killing a human being.  I do believe that abortion should be available to a mother who's life is in danger or the fetus is not viable and the mother should have a right to discontinue the pregnancy.  There was an article that stated teens are waiting longer to have sex. I fully support this.  Birth control is not 100 percent fail safe and if you have sex, you should know there are consequences.  ","","","",58,2,5,"1",7,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.226,179.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_pro",1,3.33333333333333,4.66666666666667,2.66666666666667,1,NA,NA,NA,"AIC_AI_Summary","Abortion",3,3,0,0,0,0,0,0,6,3,3,5.5,3,0,6,6.226,179.078
874,1,1,1,6,6,6,6,5,2,4,4,2,3,3,1,6,6,6,6,4,1,2,5,6,4,3,"",NA,NA,NA,5,4,"Only for specific circumstances, like for those working in healthcare or with young children.",5,5,2,"",NA,NA,NA,"",NA,NA,NA,5,4,1,"","I'm fine with vaccination being required in specific circumstances or specific populations -- healthcare workers, school personnel and students, or others that have a lot of close contact with the public. However, I don't trust the government to be in charge of mandates. Even with exceptions in place, getting an exception granted is going to be far more difficult when dealing with a legal requirement than an organizational requirement from an employer or school. I don't give a damn about ""religious freedom"" arguments -- they're mostly bullshit -- but there are ACTUAL marginalized populations with ACTUAL concerns about having their health decisions made by a government that has often not had their best interests in mind.","","",37,2,5,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_pro",6,3.33333333333333,6,4.33333333333333,NA,4,NA,NA,"AIC_AI_Summary","Vaccine Mandates",0,0,0,0,0,0,0,0,0,0,0,3,3,-0.666666666666667,3,0,0
850,1,1,2,1,1,1,6,4,2,1,1,1,6,6,2,1,1,6,6,6,2,1,1,1,6,6,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"We have heard from the Canadians, that come to the US for health care, about why it isn't a good idea.",1,1,6,"",NA,NA,NA,NA,NA,NA,"","","""The Congressional Budget Office and healthcare experts warn that single-payer, government-run healthcare would lead to increased wait times, rationed care, and a loss of the freedom Americans currently enjoy in their healthcare choices."" This is what we hear from Canadians when they come to the US for medical services. With a much higher population than Canada, I believe it would be much worse here in the US than it is there. To me, it seems like common sense. If you give something for free, everyone will try to use it, whether they need it or not. Compare to food stamps. People will spend every penny we give them, when they would only spend a fraction of that amount if it was their own money. It's human nature.","",59,1,4,"1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.394,103.394,NA,NA,NA,NA,NA,NA,"uh_control",1,1,2.66666666666667,1,NA,NA,2.66666666666667,NA,"Control","Universal Healthcare",0,0,0,0,0,0,0,0,0,0,0,6,3,0,4.33333333333333,103.394,103.394
1462,1,1,2,6,6,6,6,6,2,6,5,4,6,6,1,5,6,6,6,6,1,6,6,6,6,6,"",NA,NA,NA,6,1,"",NA,NA,NA,"",NA,NA,NA,"I strongly believe there will be stricter regulation of firearms because the rate of mortality caused by firearms misuse is becoming huge and raising a big concern for personal security.",6,6,6,6,6,2,"","","","I believe there would be stricter regulation of firearm because, the rate of mortality caused by firearm is raising an alarm for public concern and questions about safety in the society. While others see it to be a source of self defence, others are using it wrongly which is causing great harm to  members of society.",26,1,5,"1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.597,108.502,NA,NA,NA,NA,"firearm_pro",6,5,5.66666666666667,6,NA,NA,NA,6,"AC_AI_Summary","Firearm Regulations",0,0,0,0,0,0,1,0,1,1,0,6,3,0,6,57.597,108.502
